fecha,codigo,sitio,potencial_bar,unidad
2022/11/28,T0H52A8,rio_claro,15.36,1
2022/11/28,T0H51A9,rio_claro,15.31,2
2022/11/28,T0H50A4,rio_claro,14.89,3
2022/11/29,T4H79A4,la_esperanza,10.04,1
2022/11/29,T4H79A7,la_esperanza,9.1,2
2022/11/29,T4H81A4,la_esperanza,9.29,3
2022/11/29,T1H85A4,la_esperanza,9.62,1
2022/11/29,T1H85A5,la_esperanza,9.45,2
2022/11/29,T1H86A7,la_esperanza,8.81,3
2022/11/29,T2H93A4,la_esperanza,10.29,1
2022/11/29,T2H94A4,la_esperanza,9,2
2022/11/29,T2H94A6,la_esperanza,9.12,3
2022/11/29,T3H98A8,la_esperanza,8.06,1
2022/11/29,T3H98A9,la_esperanza,11.13,2
2022/11/29,T3H99A8,la_esperanza,8.73,3
2022/11/29,T0H103A5,la_esperanza,9.34,1
2022/11/29,T0H103A6,la_esperanza,10.18,2
2022/11/29,T0H104A6,la_esperanza,6.78,3
2022/12/07,T4H79A4,la_esperanza,16.14,1
2022/12/07,T4H79A7,la_esperanza,12.42,2
2022/12/07,T4H81A4,la_esperanza,13.82,3
2022/12/07,T1H85A4,la_esperanza,15.78,1
2022/12/07,T1H85A5,la_esperanza,14.84,2
2022/12/07,T1H86A7,la_esperanza,13.29,3
2022/12/07,T2H93A4,la_esperanza,16.39,1
2022/12/07,T2H94A4,la_esperanza,15.37,2
2022/12/07,T2H94A6,la_esperanza,14.2,3
2022/12/07,T3H98A8,la_esperanza,15.62,1
2022/12/07,T3H98A9,la_esperanza,14.68,2
2022/12/07,T3H99A8,la_esperanza,15.88,3
2022/12/07,T0H103A5,la_esperanza,15.06,1
2022/12/07,T0H103A6,la_esperanza,16.13,2
2022/12/07,T0H104A6,la_esperanza,11.32,3
2022/12/08,T3H72A5,rio_claro,13.8,1
2022/12/08,T3H72A6,rio_claro,15.35,2
2022/12/08,T3H72A7,rio_claro,17.49,3
2022/12/08,T1H67A5,rio_claro,12.92,1
2022/12/08,T1H67A6,rio_claro,10.78,2
2022/12/08,T1H66A5,rio_claro,13.06,3
2022/12/08,T4H62A8,rio_claro,20.77,1
2022/12/08,T4H61A4,rio_claro,25.13,2
2022/12/08,T4H61A6,rio_claro,28.12,3
2022/12/08,T2H56A6,rio_claro,13.01,1
2022/12/08,T2H55A6,rio_claro,13.56,2
2022/12/08,T2H55A8,rio_claro,13.92,3
2022/12/08,T0H52A8,rio_claro,12.99,1
2022/12/08,T0H51A9,rio_claro,13.96,2
2022/12/08,T0H50A4,rio_claro,15.73,3
2022/12/14,T4H79A4,la_esperanza,13.96,1
2022/12/14,T4H79A7,la_esperanza,11.83,2
2022/12/14,T4H81A4,la_esperanza,11.24,3
2022/12/14,T1H85A4,la_esperanza,9.89,1
2022/12/14,T1H85A5,la_esperanza,12,2
2022/12/14,T1H86A7,la_esperanza,10.7,3
2022/12/14,T2H93A4,la_esperanza,12.9,1
2022/12/14,T2H94A4,la_esperanza,12.87,2
2022/12/14,T2H94A6,la_esperanza,12.04,3
2022/12/14,T3H98A8,la_esperanza,12.07,1
2022/12/14,T3H98A9,la_esperanza,11.78,2
2022/12/14,T3H99A8,la_esperanza,14.13,3
2022/12/14,T0H103A5,la_esperanza,13.94,1
2022/12/14,T0H103A6,la_esperanza,13.75,2
2022/12/14,T0H104A6,la_esperanza,10.66,3
2022/12/15,T3H72A5,rio_claro,23.85,1
2022/12/15,T3H72A6,rio_claro,21.5,2
2022/12/15,T3H72A7,rio_claro,22.59,3
2022/12/15,T1H67A5,rio_claro,17.01,1
2022/12/15,T1H67A6,rio_claro,14.72,2
2022/12/15,T1H66A5,rio_claro,17.54,3
2022/12/15,T4H62A8,rio_claro,17.9,1
2022/12/15,T4H61A4,rio_claro,15.87,2
2022/12/15,T4H61A6,rio_claro,21.44,3
2022/12/15,T2H56A6,rio_claro,15.16,1
2022/12/15,T2H55A6,rio_claro,16.83,2
2022/12/15,T2H55A8,rio_claro,15.83,3
2022/12/15,T0H52A8,rio_claro,16.33,1
2022/12/15,T0H51A9,rio_claro,16.54,2
2022/12/15,T0H50A4,rio_claro,14.63,3
2022/12/21,T3H72A5,rio_claro,28.32,1
2022/12/21,T3H72A6,rio_claro,26.46,2
2022/12/21,T3H72A7,rio_claro,25.81,3
2022/12/21,T1H67A5,rio_claro,18.36,1
2022/12/21,T1H67A6,rio_claro,16.45,2
2022/12/21,T1H66A5,rio_claro,13.02,3
2022/12/21,T4H62A8,rio_claro,18.43,1
2022/12/21,T4H61A4,rio_claro,21.98,2
2022/12/21,T4H61A6,rio_claro,23.32,3
2022/12/21,T2H56A6,rio_claro,19.01,1
2022/12/21,T2H55A6,rio_claro,18.51,2
2022/12/21,T2H55A8,rio_claro,21.4,3
2022/12/21,T0H52A8,rio_claro,14.27,1
2022/12/21,T0H51A9,rio_claro,11.42,2
2022/12/21,T0H50A4,rio_claro,15.76,3
2022/12/29,T4H79A4,la_esperanza,13.92,1
2022/12/29,T4H79A7,la_esperanza,12.43,2
2022/12/29,T4H81A4,la_esperanza,14.96,3
2022/12/29,T1H85A4,la_esperanza,14.54,1
2022/12/29,T1H85A5,la_esperanza,11.88,2
2022/12/29,T1H86A7,la_esperanza,15.93,3
2022/12/29,T2H93A4,la_esperanza,12.89,1
2022/12/29,T2H94A4,la_esperanza,15.46,2
2022/12/29,T2H94A6,la_esperanza,13.34,3
2022/12/29,T3H98A8,la_esperanza,13.57,1
2022/12/29,T3H98A9,la_esperanza,12.87,2
2022/12/29,T3H99A8,la_esperanza,16.02,3
2022/12/29,T0H103A5,la_esperanza,15.32,1
2022/12/29,T0H103A6,la_esperanza,12.97,2
2022/12/29,T0H104A6,la_esperanza,11.49,3
2023/01/03,T3H72A5,rio_claro,30.31,1
2023/01/03,T3H72A6,rio_claro,30.16,2
2023/01/03,T3H72A7,rio_claro,30.27,3
2023/01/03,T1H67A5,rio_claro,24.44,1
2023/01/03,T1H67A6,rio_claro,24.52,2
2023/01/03,T1H66A5,rio_claro,26.12,3
2023/01/03,T4H62A8,rio_claro,28.23,1
2023/01/03,T4H61A4,rio_claro,28.59,2
2023/01/03,T4H61A6,rio_claro,33.63,3
2023/01/03,T2H56A6,rio_claro,21.37,1
2023/01/03,T2H55A6,rio_claro,22.52,2
2023/01/03,T2H55A8,rio_claro,23.67,3
2023/01/03,T0H52A8,rio_claro,11.48,1
2023/01/03,T0H51A9,rio_claro,10.43,2
2023/01/03,T0H50A4,rio_claro,12.85,3
2023/01/18,T3H72A5,rio_claro,22.19,1
2023/01/18,T3H72A6,rio_claro,23.25,2
2023/01/18,T3H72A7,rio_claro,23.49,3
2023/01/18,T1H67A5,rio_claro,17.35,1
2023/01/18,T1H67A6,rio_claro,14.27,2
2023/01/18,T1H66A5,rio_claro,15.98,3
2023/01/18,T4H62A8,rio_claro,17.81,1
2023/01/18,T4H61A4,rio_claro,19.29,2
2023/01/18,T4H61A6,rio_claro,30.28,3
2023/01/18,T2H56A6,rio_claro,15.17,1
2023/01/18,T2H55A6,rio_claro,19.11,2
2023/01/18,T2H55A8,rio_claro,19.22,3
2023/01/18,T0H52A8,rio_claro,12.58,1
2023/01/18,T0H51A9,rio_claro,12.31,2
2023/01/18,T0H50A4,rio_claro,13.34,3
2023/01/23,T4H79A4,la_esperanza,15.3,1
2023/01/23,T4H79A7,la_esperanza,14.08,2
2023/01/23,T4H81A4,la_esperanza,13.95,3
2023/01/23,T1H85A4,la_esperanza,14.03,1
2023/01/23,T1H85A5,la_esperanza,15.69,2
2023/01/23,T1H86A7,la_esperanza,13.79,3
2023/01/23,T2H93A4,la_esperanza,15.52,1
2023/01/23,T2H94A4,la_esperanza,15.83,2
2023/01/23,T2H94A6,la_esperanza,16.19,3
2023/01/23,T3H98A8,la_esperanza,13.13,1
2023/01/23,T3H98A9,la_esperanza,14.41,2
2023/01/23,T3H99A8,la_esperanza,13.38,3
2023/01/23,T0H103A5,la_esperanza,13.65,1
2023/01/23,T0H103A6,la_esperanza,16.33,2
2023/01/23,T0H104A6,la_esperanza,14.29,3
2023/02/02,T3H72A5,rio_claro,26.51,1
2023/02/02,T3H72A6,rio_claro,29.86,2
2023/02/02,T3H72A7,rio_claro,27.89,3
2023/02/02,T1H67A5,rio_claro,20.35,1
2023/02/02,T1H67A6,rio_claro,19.76,2
2023/02/02,T1H66A5,rio_claro,21.14,3
2023/02/02,T4H62A8,rio_claro,18.91,1
2023/02/02,T4H61A4,rio_claro,27.2,2
2023/02/02,T4H61A6,rio_claro,38.14,3
2023/02/02,T2H56A6,rio_claro,28.18,1
2023/02/02,T2H55A6,rio_claro,24.71,2
2023/02/02,T2H55A8,rio_claro,26.46,3
2023/02/02,T0H52A8,rio_claro,16.38,1
2023/02/02,T0H51A9,rio_claro,15.54,2
2023/02/02,T0H50A4,rio_claro,15.12,3
2023/02/07,T4H79A4,la_esperanza,13.76,1
2023/02/07,T4H79A7,la_esperanza,11.74,2
2023/02/07,T4H81A4,la_esperanza,13.43,3
2023/02/07,T1H85A4,la_esperanza,12.89,1
2023/02/07,T1H85A5,la_esperanza,12.27,2
2023/02/07,T1H86A7,la_esperanza,12.42,3
2023/02/07,T2H93A4,la_esperanza,13.41,1
2023/02/07,T2H94A4,la_esperanza,15.78,2
2023/02/07,T2H94A6,la_esperanza,13.57,3
2023/02/07,T3H98A8,la_esperanza,12.1,1
2023/02/07,T3H98A9,la_esperanza,14.12,2
2023/02/07,T3H99A8,la_esperanza,12.52,3
2023/02/07,T0H103A5,la_esperanza,12.14,1
2023/02/07,T0H103A6,la_esperanza,12.66,2
2023/02/07,T0H104A6,la_esperanza,12.37,3
2023/02/17,T3H72A5,rio_claro,19.24,1
2023/02/17,T3H72A6,rio_claro,20.21,2
2023/02/17,T3H72A7,rio_claro,22.17,3
2023/02/17,T1H67A5,rio_claro,14.48,1
2023/02/17,T1H67A6,rio_claro,13.5,2
2023/02/17,T1H66A5,rio_claro,14.36,3
2023/02/17,T4H62A8,rio_claro,12.21,1
2023/02/17,T4H61A4,rio_claro,15.23,2
2023/02/17,T4H61A6,rio_claro,16.38,3
2023/02/17,T2H56A6,rio_claro,13.56,1
2023/02/17,T2H55A6,rio_claro,1.23,2
2023/02/17,T2H55A8,rio_claro,17.9,3
2023/02/17,T0H52A8,rio_claro,15.23,1
2023/02/17,T0H51A9,rio_claro,16.53,2
2023/02/17,T0H50A4,rio_claro,14.89,3
2023/02/22,T4H79A4,la_esperanza,12.98,1
2023/02/22,T4H79A7,la_esperanza,14.47,2
2023/02/22,T4H81A4,la_esperanza,12.12,3
2023/02/22,T1H85A4,la_esperanza,13.79,1
2023/02/22,T1H85A5,la_esperanza,14.14,2
2023/02/22,T1H86A7,la_esperanza,13.72,3
2023/02/22,T2H93A4,la_esperanza,15.59,1
2023/02/22,T2H94A4,la_esperanza,16.47,2
2023/02/22,T2H94A6,la_esperanza,14.98,3
2023/02/22,T3H98A8,la_esperanza,12.89,1
2023/02/22,T3H98A9,la_esperanza,15.6,2
2023/02/22,T3H99A8,la_esperanza,13.44,3
2023/02/22,T0H103A5,la_esperanza,14.1,1
2023/02/22,T0H103A6,la_esperanza,14.31,2
2023/02/22,T0H104A6,la_esperanza,14.96,3
2023/02/27,T3H72A5,rio_claro,19.01,1
2023/02/27,T3H72A6,rio_claro,20.21,2
2023/02/27,T3H72A7,rio_claro,20.86,3
2023/02/27,T1H67A5,rio_claro,23.86,1
2023/02/27,T1H67A6,rio_claro,22.78,2
2023/02/27,T1H66A5,rio_claro,20.79,3
2023/02/27,T4H62A8,rio_claro,14.38,1
2023/02/27,T4H61A4,rio_claro,16.45,2
2023/02/27,T4H61A6,rio_claro,22.16,3
2023/02/27,T2H56A6,rio_claro,20.71,1
2023/02/27,T2H55A6,rio_claro,23.51,2
2023/02/27,T2H55A8,rio_claro,20.58,3
2023/02/27,T0H52A8,rio_claro,16.87,1
2023/02/27,T0H51A9,rio_claro,16.93,2
2023/02/27,T0H50A4,rio_claro,16.34,3
